is_in:village,Is_there_a_Project_associated_,Ward,Sub_ward_location_001,Sub_Location_marigat,Sub_Location_Kiponjos,Sub_Location_Bekibon,Sub_Location_Tuluongoi,Sub_Location_Kimalel,Sub_Location_Kimondis,Sub_Location_Sokta,Sub_Location_Ewalel_Soi,Sub_ward_location,Sub_location_Mogotio,Sub_location_ngubereti,Sub_location_Sirwa,Sub_location_Koitebes_Kimngorom,Sub_location_Kiptoim,Sub_location_Rosoga,PB_or_HQ,Project_Name,Additional_Project_Details,,,Budgeted sum,wb_pb:id,added wb_pb:id,Category,Type_of_project,If_Other_what_is_the_project_type,What_is_the_project_s_apparent_status,Projects_that_have_been_completed,projects_that_have_not_yet_started,projects_that_have_stalled,In_your_opinion_is_the_project_quality,Please_add_any_details_about_y,image:project,Notes corrections on Kobo,zack's comment/feedback/correction,Validation Status on Kobo,Notes Adele 10/10 and 29/10
R5,yes,marigat,marigat,perkera,,,,,,,,,,,,,,,HQ,Kapkiruk Cattle Dip,Building Of Cattle Dip,,,,162,,AGLF,Other_1,Cattle Dip,completed,operational,,,excellent,1.Well built but community wants the cattle dip to be renovated 2.They want a place to put the wastage 3.Fencing is needed,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568361384761.jpg,Corrected grammar,,Approved,
Sogon,yes,marigat,sokta,,,,,,,sogon,,,,,,,,,PB,Sogon Dispensary,Construction and equipping,,,,164,164,HS,dispensary,,completed,operational,,,excellent,It is well equiped and offers all the medical services that community needs but they require a maternity wing.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568280990362.jpg,"Fixed Dep, corrected spelling mistake",,Approved,
Kabirmet,yes,marigat,sokta,,,,,,,moikutwo,,,,,,,,,PB,Kabirmet Primary School,Construction of ECDE classroom,,,,165,165,EDU,ecde_centre,,completed,non_operational,,,adequate,"The project is not operational since it needs cracked floor repairs, electrification, equiping of desks and chairs.Once these repairs are done the pupils will move from the old classroms that are congested hence having enough space for learning.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568369206048.jpg,"Corrected project name, added spaces in between words",,Approved,
Aram,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,koitebes,,,PB,Tabare Tui Dam,Construction of a dam,,,,181,,WI,earth_dam,,not_yet_started,,handed_over_to,,poor,The site has not yet been cleared.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568695891449.jpg,Nothing,,Approved,
Perkerra,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,kapterit,,,PB,Sachangwan ECDE,Construction of an ECDE,,,,182,,EDU,ecde_centre,,completed,operational,,,excellent,It is well constructed and equipped.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568875066339.jpg,Corrected space in between words,,Approved,
Koitebes,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,koitebes,,,PB,Koitebes Maternity Wing,Construction of maternity wing,,,"2,000,000.00",183,,HS,dispensary,,completed,non_operational,,,excellent,"The building is well roofed, lockable doors fixed, windows well fixed, floor with tiles and few equipments have been brought.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568708861541.jpg,Corrected spaces in between words,,Approved,
Kapterit,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,kapterit,,,PB,Construction of ECDE,Construction of ECDE,,,,184,,EDU,ecde_centre,,not_yet_started,,under_procurement,,poor,It is not yet cleared.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568797184875.jpg,Nothing,,Approved,
Mogotio,yes,mogotio,,,,,,,,,,mogotio,mogotio,,,,,,PB,Mogotio Water Supply,Piping for Mogotio water supply,,,"2,000,000.00",191,191,WI,Water_project,,completed,operational,,,excellent,Water is always available and at fair price.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568275127413.jpg,Fixed Dep,,Approved,is it a duplicate of project 21?
Mogotio,yes,mogotio,,,,,,,,,,mogotio,mogotio,,,,,,PB,Mogotio District Planning Unit,Construction of planning Unit,,,,192,,CA,Other_1,Office Building,completed,operational,,,excellent,Construction of planning unit is in good condition and is being used.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568701463635.jpg,Corrected Office Building after Other,,Approved,
Mogotio,yes,mogotio,,,,,,,,,,mogotio,mogotio,,,,,,PB,Office of the Governor Mogotio,Wi-Fi connectivity,,,,193,,GO,Other_1,Wi-Fi connection,completed,non_operational,,,adequate,"It's not consistent in connection due to late payment, but the contractor has finished the installation",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568710898612.jpg,"The Dep is wrongly written: it is written as G0 instead of GO, but it something to be corrected on the form, not on the data. Nothing corrected",,Approved,
Ngubereti,yes,mogotio,,,,,,,,,,ngubereti,,ngubereti,,,,,PB,Noiwet Muserechi Road,Upgrading of Noiwet Muserechi road,,,,195,,RTEPW,road,,completed,operational,,,poor,Some sections of the road are incomplete,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568804573808.jpg,Nothing,,Approved,
Kimale,yes,marigat,kimalel,,,,,kimalel,,,,,,,,,,,HQ,Kimalel Cultural Centre,Kimalel Cultural Centre Fences,,,"1,383,000.00",202,,SCG,Other_1,Fence,completed,operational,,,excellent,The fence is well erected and will prevent intruders from accessing the centre,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568725442931.jpg,Corrected grammar,,Approved,
Kimalel,yes,marigat,kimalel,,,,,kimalel,,,,,,,,,,,HQ,Kimalel Cultural Centre,Construction of Water Tank Support,,,"2,035,655.00",203,,SCG,Water_project,,completed,operational,,,excellent,The tank support is firm to hold the plastic tank.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568710220259.jpg,Nothing,,Approved,
Kimalel,yes,marigat,kimalel,,,,,kimalel,,,,,,,,,,,HQ,Kimalel Cultural Centre,Line 3 door Pit Latrine,,,"2,035,655.00",204,,SCG,public_toilet,,completed,operational,,,excellent,The toilet is built with quality materials that are firm.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568711431630.jpg,Nothing,,Approved,
Kimalel,yes,marigat,kimalel,,,,,kimalel,,,,,,,,,,,HQ,Kimalel Cultural Centre,Construction of Septic Tank Sewer line,,,"2,035,655.00",206,,SCG,Other_1,Septic Tank,completed,operational,,,excellent,Constructed with quality material and it is well sealed,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568713075342.jpg,no.206 repeated twice in this same day,This should be 206,Approved,--> ok then corrected grammar and approved
Barng'elech,yes,marigat,kimondis,,,,,,kibingor,,,,,,,,,,HQ,Barng'elech ECDE,Construction of ECDE Classroom,,,,211,211,EDU,ecde_centre,,completed,operational,,,adequate,The structure is complete and functional but there is inadequate water supply. The ECDE promotes early childhood education in the area. There is no electricity connection,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568288185717.jpg,Added only space in between words,,Approved,
Kapchumo,yes,marigat,kimalel,,,,,sabor,,,,,,,,,,,HQ,Kapchumo ECDE,Construction of ECDE classroom,,,,212,,EDU,ecde_centre,,completed,operational,,,adequate,Well built structure. Availability of water. Shortage of teachers. Lack of electricity. Classroom needs some refurnishing.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568717296827.jpg,Corrected grammar,,Approved,
Ngoswe,yes,marigat,marigat,perkera,,,,,,,,,,,,,,,HQ,Ngoswe Borehole,Drilling Of Borehole,,,,223,223,WI,borehole,,completed,operational,,,excellent,1.Supply water to the community 2.The water,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568360492141.jpg,Nothing,,Approved,
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Bodaboda Shed,Building of bodaboda shed,,,,227,227,FIEC,Other_1,Bodaboda Shed,completed,operational,,,excellent,1. The floor is well done. 2. Roofing is well fitted.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568381205606.jpg,"no. 227 three times on 13/09: correct since 3 sheds for boda boda but one project only Not yet corrected, waiting for decision on 227a,b,c",That's how they should be coz they are all the same project on project list,On Hold,"--> corrected project name from ""Roundabout Bodaboda shed"", grammar and put On Hold waiting for decision on 227a,b,c,"
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Bodaboda Shed,Building of bodaboda shed,,,,227,227,FIEC,Other_1,Bodaboda Shed,completed,operational,,,adequate,1. The floor is poorly done. 2. Roofing is well done.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568381895690.jpg,no. 227 three times on 13/09: correct since 3 sheds for boda boda but one project only Not yet corrected,That's how they should be coz they are all the same project on project list,On Hold,"--> corrected grammar and put On Hold waiting for decision on 227a,b,c,"
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Bodaboda shed,Building of bodaboda shed,,,,227,228,FIEC,Other_1,Bodaboda shed,completed,operational,,,adequate,1. The floor is poorly done. 2. It provides shelter to bodaboda riders during rain and sunny seasons.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568383267052.jpg,no. 227 three times on 13/09: correct since 3 sheds for boda boda but one project only Not yet corrected,That's how they should be coz they are all the same project on project list,On Hold,"--> this one was 228 on Kobo: corrected grammar, ID to 227 and putted On Hold waiting for decision on 227a,b,c,"
Town B,yes,marigat,marigat,perkera,,,,,,,,,,,,,,,HQ,Perkerra Bodaboda Shed,Erection of a bodaboda shed,,,"4,000,000.00",227,,LHUD,Other_1,Bodaboda Shed,completed,operational,,,excellent,The shed offers ample parking and docking for bodaboda riders and passengers,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568795362752.jpg,"this is the fourth 227, but different department: the other 3 on 13/09 are under FIEC. Which one is correct?",I thought there are 3 227?,,what shall we do with this fourth 227? is it maybe something else? not yet touched on Kobo
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Youth Empowerment Centre,Construction Of Youth Empowerment Center,,,"7,490,015.00",229,,SCG,social_hall,,on_going,,,,adequate,"1.The foundation of the building has already been done and the land has been fenced
2.It will create potential job opportunities for the youth
3.It will offer an ample venue for coordinating community and youth meetings",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568709895471.jpg,Corrected spaces in between words,,Approved,
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Honey stall,Construction Of Honey Stalls,,,"1,000,000.00",230,,LHUD,Other_1,Honey Stalls,completed,operational,,,adequate,"1.The stalls provide an ample working space for traders
2.The stalls are well built but quite small and they heat up during hot weather 
3.The traders fear is that the stalls are so close to the road that they are going to be removed soon",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568710996355.jpg,"Zack, see comment on Dep","It's supposed to be under this department INDUSTRIALIZATION, COMMERCE, TOURISM AND ENTERPRISE DEVELOPMENT",Approved,"--> ok put under TRADE, COOPERATIVE AND INDUSTRIALISATION instead of LHUD + corrected grammar"
Kapkun South,yes,marigat,kimalel,,,,,sabor,,,,,,,,,,,PB,Mangar water project,"Conctruction of storage tank, piping and installation of solar panels",,,"3,900,000.00",231,206,WI,Water_project,,on_going,,,,poor,The project needs detail investigation on its logFrame and theory based evaluation.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568801138043.jpg,no.206 repeated twice in this same day,Mangar is supposed to be 231,Approved,"--> ok, corrected ID and grammar"
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Marigat Sub County Hospital,Construction of Septic tank,,,"2,500,000.00",232,,HS,Other_1,Septic Tank,on_going,,,,adequate,Lacks enough man power,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1570000846382.jpg,,,Approved,Corrected project name
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Youth Empowerment Centre,Fencing,,,,233,,SCG,Other_1,Youth Empowerment Centre,on_going,,,,adequate,The materials used for fencing is not of high standard.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1569997863738.jpg,,,Approved,Nothing
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Marigat Playground,Rehabilitation of Marigat Playground,,,"500,000.00",234,,SCG,sports_ground,,completed,operational,,,adequate,"It is spacious
It needs cleaning",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1569999096525.jpg,,,Approved,Corrected grammar
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Marigat Market Stalls,Building Market Shed,,,"6,000,000.00",235,227 on Kobo/228 here on csv,TCI,market_shed,,completed,operational,,,excellent,1.Traders want stalls to be build 2.Roofing is well fitted 3.Market shed attract more traders so they have to extend. It provides room for business persons to conduct their businesses,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568379681319.jpg,"on Kobo under 228 there is a bodaboda shed, why? and this market is actually 227 on Kobo. Maybe not written correctly here on csv? Not yet corrected",The market should be changed to 235 and boda boda shed to be 227,Approved,"-> changed to 235, corrected grammar and Approved"
